"","NETWORTH","YEAR","name","gender","source_id","sector_id","age","Forbesscore","WGT","avg_cpi","adj_value","base_year","pct_increase","CPI","NETWORTH_2019"
"1",81000000000,2014,"Bill Gates","M","Microsoft","Technology",65,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,87096774193.5484
"2",67000000000,2014,"Warren Buffett","M","Berkshire Hathaway","Investments",90,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,72043010752.6882
"3",50000000000,2014,"Larry Ellison","M","Oracle","Technology",76,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,53763440860.215
"4",42000000000,2014,"Charles Koch","M","diversified","Diversified",85,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,45161290322.5806
"5",42000000000,2014,"David Koch","M","diversified","Diversified",80,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,45161290322.5806
"6",38000000000,2014,"Christy Walton","F","Wal-Mart","Fashion and Retail",66,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,40860215053.7634
"7",36000000000,2014,"Jim Walton","M","Wal-Mart","Fashion and Retail",73,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,38709677419.3548
"8",35000000000,2014,"Michael Bloomberg","M","Bloomberg LP","Media",79,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,37634408602.1505
"9",34900000000,2014,"Alice Walton","F","Wal-Mart","Fashion and Retail",71,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,37526881720.4301
"10",34800000000,2014,"S. Robson Walton","M","Wal-Mart","Fashion & Retail",76,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,37419354838.7097
"11",34000000000,2014,"Mark Zuckerberg","M","Facebook","Technology",36,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,36559139784.9462
"12",32000000000,2014,"Sheldon Adelson","M","casinos","Gaming",87,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,34408602150.5376
"13",31500000000,2014,"Larry Page","M","Google","Technology",47,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,33870967741.9355
"14",31000000000,2014,"Sergey Brin","M","Google","Technology",47,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,33333333333.3333
"15",30500000000,2014,"Jeff Bezos","M","Amazon.com","Technology",57,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,32795698924.7312
"16",26000000000,2014,"Carl Icahn","M","investments","Investments",85,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,27956989247.3118
"17",24000000000,2014,"George Soros","M","hedge funds","Investments",90,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,25806451612.9032
"18",22500000000,2014,"Steve Ballmer","M","Microsoft","Technology",64,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,24193548387.0968
"19",22000000000,2014,"Forrest Mars, Jr.","M","candy","Food and Beverage",89,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,23655913978.4946
"20",22000000000,2014,"Jacqueline Mars","F","candy","Food and Beverage",81,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,23655913978.4946
"21",22000000000,2014,"John Mars","M","candy","Food and Beverage",84,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,23655913978.4946
"22",21500000000,2014,"Len Blavatnik","M","diversified","Energy",63,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,23118279569.8925
"23",19900000000,2014,"Phil Knight","M","Nike","Fashion and Retail",82,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,21397849462.3656
"24",18700000000,2014,"Harold Hamm","M","oil & gas","Energy",75,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,20107526881.7204
"25",17700000000,2014,"Michael Dell","M","Dell","Technology",55,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,19032258064.5161
"26",17200000000,2014,"Charles Ergen","M","Dish Network","Media",67,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,18494623655.914
"27",17000000000,2014,"Paul Allen","M","Microsoft, investments","Technology",68,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,18279569892.4731
"28",16600000000,2014,"Laurene Powell Jobs","F","Apple, Disney","Technology",57,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,17849462365.5914
"29",16100000000,2014,"Anne Cox Chambers","F","media","Media",101,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,17311827956.9892
"30",15200000000,2014,"Ray Dalio","M","hedge funds","Investments",71,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,16344086021.5054
"31",15100000000,2014,"Donald Bren","M","real estate","Real Estate",88,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,16236559139.7849
"32",14500000000,2014,"Ronald Perelman","M","leveraged buyouts","Investments",78,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,15591397849.4624
"33",14200000000,2014,"Rupert Murdoch","M","media","Media",89,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,15268817204.3011
"34",13800000000,2014,"Jack Taylor","M","Enterprise Rent-A-Car","Service",98,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,14838709677.4194
"35",13700000000,2014,"John Paulson","M","hedge funds","Investments",65,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,14731182795.6989
"36",13300000000,2014,"Abigail Johnson","F","money management","Investments",59,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,14301075268.8172
"37",12500000000,2014,"James Simons","M","hedge funds","Investments",82,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,13440860215.0538
"38",12100000000,2014,"Andrew Beal","M","banks, real estate","Investments",68,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,13010752688.172
"39",12000000000,2014,"Patrick Soon-Shiong","M","pharmaceuticals","Health care",69,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,12903225806.4516
"40",11100000000,2014,"Philip Anschutz","M","investments","Finance and Investments",81,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,11935483870.9677
"41",10700000000,2014,"Richard Kinder","M","pipelines","Energy",76,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,11505376344.086
"42",10600000000,2014,"George Kaiser","M","oil & gas, banking","Energy",78,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,11397849462.3656
"43",10600000000,2014,"Stephen Schwarzman","M","investments","Investments",74,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,11397849462.3656
"44",10300000000,2014,"Steve Cohen","M","hedge funds","Investments",65,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,11075268817.2043
"45",10300000000,2014,"Elon Musk","M","Tesla Motors","Automotive",49,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,11075268817.2043
"46",10000000000,2014,"David Tepper","M","hedge funds","Investments",63,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,10752688172.043
"47",9800000000,2014,"Charles Butt","M","supermarkets","Fashion and Retail",83,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,10537634408.6021
"48",9500000000,2014,"Samuel Newhouse, Jr.","M","media","Media & Entertainment",93,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,10215053763.4409
"49",9300000000,2014,"Eric Schmidt","M","Google","Technology",65,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,10000000000
"50",9100000000,2014,"Thomas Peterffy","M","discount brokerage","Investments",76,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,9784946236.55914
"51",8700000000,2014,"Donald Newhouse","M","media","Media",91,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,9354838709.67742
"52",8200000000,2014,"Leonard Lauder","M","Estee Lauder","Fashion & Retail",83,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,8817204301.07527
"53",8200000000,2014,"Pierre Omidyar","M","Ebay","Technology",53,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,8817204301.07527
"54",8100000000,2014,"Dustin Moskovitz","M","Facebook","Technology",36,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,8709677419.35484
"55",8000000000,2014,"Jim Kennedy","M","media","Media",73,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,8602150537.63441
"56",8000000000,2014,"Ralph Lauren","M","Ralph Lauren","Fashion and Retail",81,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,8602150537.63441
"57",8000000000,2014,"Hank & Doug Meijer","M","supermarkets","Fashion and Retail",NA,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,8602150537.63441
"58",8000000000,2014,"Blair Parry-Okeden","F","media","Media",70,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,8602150537.63441
"59",7900000000,2014,"John Menard, Jr.","M","retail","Fashion and Retail",81,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,8494623655.91398
"60",7700000000,2014,"James Goodnight","M","software","Technology",78,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,8279569892.47312
"61",7700000000,2014,"John Malone","M","cable television","Media",79,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,8279569892.47312
"62",7600000000,2014,"Thomas Frist, Jr.","M","health care","Health care",82,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,8172043010.75269
"63",7600000000,2014,"Jan Koum","M","WhatsApp","Technology",44,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,8172043010.75269
"64",7400000000,2014,"David Duffield","M","business software","Technology",80,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,7956989247.31183
"65",7300000000,2014,"Edward Johnson, III.","M","money management","Finance and Investments",90,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,7849462365.5914
"66",7200000000,2014,"Eli Broad","M","investments","Investments",87,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,7741935483.87097
"67",7000000000,2014,"Dannine Avara","F","pipelines","Energy",56,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,7526881720.43011
"68",7000000000,2014,"Scott Duncan","M","pipelines","Energy",38,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,7526881720.43011
"69",7000000000,2014,"Milane Frantz","F","pipelines","Energy",51,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,7526881720.43011
"70",7000000000,2014,"Gordon Moore","M","Intel","Technology",92,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,7526881720.43011
"71",7000000000,2014,"Randa Williams","F","pipelines","Energy",59,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,7526881720.43011
"72",6700000000,2014,"David Geffen","M","entertainment","Media",77,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,7204301075.26882
"73",6700000000,2014,"Charles Johnson","M","money management","Finance and Investments",88,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,7204301075.26882
"74",6500000000,2014,"Jeffery Hildebrand","M","oil","Energy",61,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6989247311.82796
"75",6500000000,2014,"Sumner Redstone","M","Media","Media & Entertainment",97,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6989247311.82796
"76",6500000000,2014,"Charles Schwab","M","discount brokerage","Investments",83,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6989247311.82796
"77",6400000000,2014,"Micky Arison","M","Carnival Cruises","Service",71,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6881720430.10753
"78",6300000000,2014,"Rupert Johnson, Jr.","M","money management","Finance and Investments",80,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6774193548.3871
"79",6300000000,2014,"Ira Rennert","M","investments","Investments",86,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6774193548.3871
"80",6200000000,2014,"Leslie Wexner","M","retail","Fashion and Retail",83,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6666666666.66667
"81",6100000000,2014,"Ray Lee Hunt","M","oil, real estate","Energy",77,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6559139784.94624
"82",6100000000,2014,"Kelcy Warren","M","pipelines","Energy",65,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6559139784.94624
"83",6000000000,2014,"Carl Cook","M","medical devices","Health care",58,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6451612903.22581
"84",6000000000,2014,"Richard DeVos","M","Amway","Service",94,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6451612903.22581
"85",6000000000,2014,"Stephen Ross","M","real estate","Real Estate",80,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6451612903.22581
"86",6000000000,2014,"Robert Rowling","M","investments","Energy",67,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6451612903.22581
"87",6000000000,2014,"Dennis Washington","M","construction, mining","Logistics",86,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6451612903.22581
"88",5800000000,2014,"Richard LeFrak","M","real estate","Real Estate",75,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6236559139.78495
"89",5700000000,2014,"Stanley Kroenke","M","sports, real estate","Sports",73,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6129032258.06452
"90",5600000000,2014,"Herbert Kohler, Jr.","M","plumbing fixtures","Manufacturing",81,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6021505376.34409
"91",5500000000,2014,"Ken Griffin","M","hedge funds","Investments",52,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5913978494.62366
"92",5400000000,2014,"Trevor Rees-Jones","M","oil & gas","Energy",69,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5806451612.90323
"93",5200000000,2014,"Leon Black","M","private equity","Investments",69,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5591397849.46237
"94",5200000000,2014,"Jin Sook & Do Won Chang",NA,"fashion retail","Fashion and Retail",66,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5591397849.46237
"95",5100000000,2014,"George Roberts","M","private equity","Investments",77,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5483870967.74193
"96",5000000000,2014,"David Green","M","retail","Fashion and Retail",79,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5376344086.02151
"97",5000000000,2014,"Henry Kravis","M","private equity","Investments",77,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5376344086.02151
"98",5000000000,2014,"Ann Walton Kroenke","F","Wal-Mart","Fashion and Retail",72,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5376344086.02151
"99",4900000000,2014,"Bruce Kovner","M","hedge funds","Investments",75,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5268817204.30107
"100",4900000000,2014,"Leonard Stern","M","real estate","Real Estate",82,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5268817204.30107
"101",4900000000,2014,"Daniel Ziff","M","investments","Finance and Investments",49,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5268817204.30107
"102",4900000000,2014,"Dirk Ziff","M","investments","Finance and Investments",56,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5268817204.30107
"103",4900000000,2014,"Robert Ziff","M","investments","Finance and Investments",54,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5268817204.30107
"104",4800000000,2014,"David Sun","M","computer hardware","Technology",69,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5161290322.58064
"105",4800000000,2014,"John Tu","M","computer hardware","Technology",80,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5161290322.58064
"106",4800000000,2014,"Sam Zell","M","real estate, private equity","Real Estate",79,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5161290322.58064
"107",4700000000,2014,"Bruce Halle","M","tires","Automotive",90,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5053763440.86022
"108",4600000000,2014,"Terrence Pegula","M","natural gas","Energy",70,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4946236559.13978
"109",4600000000,2014,"John A. Sobrato","M","real estate","Real Estate",81,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4946236559.13978
"110",4500000000,2014,"Elizabeth Holmes","F","blood testing","Health care",37,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4838709677.41935
"111",4500000000,2014,"Shahid Khan","M","auto parts","Automotive",70,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4838709677.41935
"112",4500000000,2014,"Ted Lerner","M","real estate","Real Estate",95,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4838709677.41935
"113",4500000000,2014,"John Morris","M","sporting goods retail","Retail",72,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4838709677.41935
"114",4300000000,2014,"Paul Tudor Jones, II.","M","hedge funds","Investments",66,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4623655913.97849
"115",4300000000,2014,"Kirk Kerkorian","M","casinos, investments","Gaming",103,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4623655913.97849
"116",4300000000,2014,"George Lucas","M","Star Wars","Media",76,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4623655913.97849
"117",4200000000,2014,"Daniel Gilbert","M","Quicken Loans","Finance",59,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4516129032.25806
"118",4200000000,2014,"Jerry Jones","M","Dallas Cowboys","Sports",78,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4516129032.25806
"119",4200000000,2014,"Nancy Walton Laurie","F","Wal-Mart","Fashion and Retail",69,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4516129032.25806
"120",4100000000,2014,"Reid Hoffman","M","LinkedIn","Technology",53,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4408602150.53763
"121",4100000000,2014,"Karen Pritzker","F","hotels, investments","Service",63,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4408602150.53763
"122",4000000000,2014,"Riley Bechtel","M","engineering, construction","Construction & Engineering",68,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4301075268.8172
"123",4000000000,2014,"Stephen Bechtel, Jr.","M","engineering, construction","Construction & Engineering",95,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4301075268.8172
"124",4000000000,2014,"Marian Ilitch","M","pizza","Food and Beverage",88,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4301075268.8172
"125",4000000000,2014,"Robert Kraft","M","New England Patriots","Sports",79,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4301075268.8172
"126",4000000000,2014,"Mark Shoen","M","U-Haul","Automotive",70,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4301075268.8172
"127",4000000000,2014,"Jerry Speyer","M","real estate","Real Estate",80,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4301075268.8172
"128",4000000000,2014,"Donald Trump","M","television, real estate","Real Estate",74,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4301075268.8172
"129",3900000000,2014,"Charles Dolan","M","cable television","Media",94,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4193548387.09677
"130",3900000000,2014,"Martha Ingram","F","book distribution, transportation","Media",85,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4193548387.09677
"131",3900000000,2014,"H. Ross Perot, Sr.","M","computer services, real estate","Technology",90,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4193548387.09677
"132",3900000000,2014,"Nicholas Woodman","M","video cameras","Technology",45,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4193548387.09677
"133",3800000000,2014,"Leon G. Cooperman","M","hedge funds","Investments",77,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4086021505.37634
"134",3800000000,2014,"Pauline MacMillan Keinath","F","Cargill Inc.","Food and Beverage",87,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4086021505.37634
"135",3800000000,2014,"Ronald Lauder","M","Estee Lauder","Fashion & Retail",76,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4086021505.37634
"136",3800000000,2014,"George Lindemann","M","investments","Finance and Investments",84,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4086021505.37634
"137",3800000000,2014,"Whitney MacMillan","M","Cargill Inc.","Food and Beverage",92,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4086021505.37634
"138",3800000000,2014,"Gwendolyn Sontheim Meyer","F","Cargill Inc.","Food and Beverage",59,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4086021505.37634
"139",3800000000,2014,"Mitchell Rales","M","manufacturing, investments","Manufacturing",64,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4086021505.37634
"140",3800000000,2014,"Stewart and Lynda Resnick","M","agriculture, water","Food and Beverage",NA,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4086021505.37634
"141",3800000000,2014,"John Sall","M","software","Technology",72,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4086021505.37634
"142",3800000000,2014,"Lynn Schusterman","F","oil & gas, investments","Energy",82,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4086021505.37634
"143",3800000000,2014,"David Shaw","M","hedge funds","Investments",69,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4086021505.37634
"144",3800000000,2014,"Jeffrey Skoll","M","Ebay","Technology",56,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4086021505.37634
"145",3700000000,2014,"Phillip Frost","M","pharmaceuticals","Health care",84,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3978494623.65591
"146",3700000000,2014,"Daniel Och","M","hedge funds","Investments",60,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3978494623.65591
"147",3700000000,2014,"J. Christopher Reyes","M","food distribution","Food and Beverage",67,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3978494623.65591
"148",3700000000,2014,"Jude Reyes","M","food distribution","Food and Beverage",65,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3978494623.65591
"149",3700000000,2014,"Edward Roski, Jr.","M","real estate","Real Estate",82,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3978494623.65591
"150",3700000000,2014,"Steven Udvar-Hazy","M","aircraft leasing","Service",74,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3978494623.65591
"151",3600000000,2014,"Tamara Gustavson","F","self storage","Service",59,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3870967741.93548
"152",3600000000,2014,"Diane Hendricks","F","roofing","Manufacturing",73,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3870967741.93548
"153",3600000000,2014,"Sheldon Solow","M","real estate","Real Estate",92,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3870967741.93548
"154",3600000000,2014,"Steven Spielberg","M","Movies","Media",74,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3870967741.93548
"155",3500000000,2014,"Dagmar Dolby","F","Dolby Laboratories","Technology",79,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3763440860.21505
"156",3500000000,2014,"Isaac Perlmutter","M","Marvel comics","Media",78,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3763440860.21505
"157",3500000000,2014,"Steven Rales","M","manufacturing","Manufacturing",69,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3763440860.21505
"158",3500000000,2014,"Reinhold Schmieding","M","medical devices","Health care",66,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3763440860.21505
"159",3500000000,2014,"Frederick Smith","M","FedEx","Logistics",76,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3763440860.21505
"160",3500000000,2014,"Steve Wynn","M","casinos, hotels","Gaming",79,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3763440860.21505
"161",3400000000,2014,"Brian Acton","M","WhatsApp","Technology",48,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3655913978.49462
"162",3400000000,2014,"Israel Englander","M","hedge funds","Investments",72,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3655913978.49462
"163",3400000000,2014,"Anthony Pritzker","M","hotels, investments","Service",60,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3655913978.49462
"164",3400000000,2014,"Jay Robert (J.B.) Pritzker","M","hotels, investments","Finance and Investments",56,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3655913978.49462
"165",3400000000,2014,"Haim Saban","M","television","Media",76,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3655913978.49462
"166",3400000000,2014,"Ronda Stryker","F","medical equipment","Health care",66,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3655913978.49462
"167",3300000000,2014,"Marc Benioff","M","business software","Technology",56,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3548387096.77419
"168",3300000000,2014,"Jim Davis","M","New Balance","Manufacturing",77,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3548387096.77419
"169",3300000000,2014,"John Doerr","M","venture capital","Technology",69,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3548387096.77419
"170",3300000000,2014,"Archie Aldis Emmerson","M","timberland, lumber mills","Manufacturing",91,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3548387096.77419
"171",3300000000,2014,"David Filo","M","Yahoo","Technology",54,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3548387096.77419
"172",3300000000,2014,"Doris Fisher","F","Gap","Fashion and Retail",89,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3548387096.77419
"173",3300000000,2014,"Dan Friedkin","M","Toyota dealerships","Automotive",55,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3548387096.77419
"174",3300000000,2014,"William Koch","M","oil, investments","Energy",80,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3548387096.77419
"175",3300000000,2014,"Tom & Judy Love",NA,"retail & gas stations","Retail",83,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3548387096.77419
"176",3300000000,2014,"Igor Olenicoff","M","real estate","Real Estate",78,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3548387096.77419
"177",3300000000,2014,"Julian Robertson, Jr.","M","hedge funds","Investments",89,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3548387096.77419
"178",3300000000,2014,"Roger Wang","M","retail","Fashion and Retail",72,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3548387096.77419
"179",3200000000,2014,"Jeremy Jacobs, Sr.","M","sports concessions","Service",81,NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3440860215.05376
